Time,AFR,Output,col02,col03,MAF,TPS,col06,col07,O2,col09,col10,col11,ECT,O2SM,col14,col15
1.26,18.7922,141,0,128,52,52,195,80,194,0,0,0,0,190,0,0
1.27,18.3793,136,0,128,53,52,195,80,187,0,0,0,0,190,0,0
1.28,18.8512,131,0,128,54,53,195,80,195,0,0,0,0,190,0,0
1.29,18.4973,131,0,128,54,53,195,80,189,0,0,0,0,190,0,0
1.3,18.7922,136,0,128,53,52,195,80,194,0,0,0,0,191,0,0
1.31,18.4973,141,0,128,52,52,195,80,189,0,0,0,0,190,0,0
1.32,18.9102,141,0,128,52,52,195,80,196,0,0,0,0,191,0,0
1.33,18.8512,141,0,128,52,52,195,80,195,0,0,0,0,191,0,0
1.34,18.4973,141,0,128,52,52,195,80,189,0,0,0,0,191,0,0
1.35,18.8512,141,0,128,52,52,195,80,195,0,0,0,0,191,0,0
1.36,18.4973,141,0,128,52,49,195,80,189,0,0,0,0,191,0,0
1.37,18.9102,141,0,128,52,51,195,80,196,0,0,0,0,191,0,0
1.38,18.4973,136,0,128,53,52,195,80,189,0,0,0,0,191,0,0
1.39,19.2051,141,0,128,52,51,195,80,201,0,0,0,0,191,0,0
1.4,18.4973,146,128,128,51,51,195,80,189,0,0,0,0,191,0,0
1.41,18.5563,146,128,128,51,51,195,80,190,0,0,0,0,191,0,0
1.42,18.9691,141,128,128,52,51,195,80,197,0,0,0,0,191,0,0
1.43,18.3793,141,128,128,52,52,195,80,187,0,0,0,0,191,0,0
1.44,18.9691,141,128,128,52,51,195,80,197,0,0,0,0,191,0,0
1.45,18.4973,146,128,128,51,50,195,80,189,0,0,0,0,191,0,0
1.46,18.8512,146,128,128,51,50,195,80,195,0,0,0,0,191,0,0
1.47,18.4973,141,128,128,52,51,195,80,189,0,0,0,0,191,0,0
1.48,18.9102,141,128,128,52,52,195,80,196,0,0,0,0,191,0,0
1.49,18.8512,141,128,128,52,51,195,80,195,0,0,0,0,190,0,0
1.5,18.4383,146,0,128,51,50,195,80,188,0,0,0,0,191,0,0
1.51,18.7922,146,0,128,51,50,195,80,194,0,0,0,0,190,0,0
1.52,18.4383,141,0,128,52,51,195,80,188,0,0,0,0,190,0,0
1.53,18.8512,141,0,128,52,51,195,80,195,0,0,0,0,190,0,0
1.54,18.3793,146,0,128,51,50,195,80,187,0,0,0,0,190,0,0
1.55,18.8512,146,0,128,51,50,195,80,195,0,0,0,0,190,0,0
1.56,18.6742,146,0,128,51,50,195,80,192,0,0,0,0,189,0,0
1.57,18.7332,146,0,128,51,51,195,80,193,0,0,0,0,189,0,0
1.58,18.6742,141,0,128,52,52,195,80,192,0,0,0,0,189,0,0
1.59,18.2024,141,0,128,52,51,195,80,184,0,0,0,0,189,0,0
1.6,18.6153,146,0,128,51,51,195,80,191,0,0,0,0,189,0,0
1.61,18.1434,146,0,128,51,51,195,80,183,0,0,0,0,188,0,0
1.62,18.6153,141,0,128,52,51,195,80,191,0,0,0,0,188,0,0
1.63,18.2024,141,0,128,52,52,195,80,184,0,0,0,0,188,0,0
1.64,18.5563,146,0,128,51,51,195,80,190,0,0,0,0,188,0,0
1.65,18.4973,146,0,128,51,50,195,80,189,0,0,0,0,188,0,0
1.66,18.2024,146,0,128,51,50,195,80,184,0,0,0,0,188,0,0
1.67,18.5563,146,0,128,51,51,195,80,190,0,0,0,0,187,0,0
1.68,18.1434,141,0,128,52,51,195,80,183,0,0,0,0,187,0,0
1.69,18.5563,146,0,128,51,50,195,80,190,0,0,0,0,187,0,0
1.7,18.1434,146,0,128,51,51,195,80,183,0,0,0,0,186,0,0
1.71,18.5563,136,0,128,53,52,195,80,190,0,0,0,0,187,0,0
1.72,18.0844,141,0,128,52,52,195,80,182,0,0,0,0,186,0,0
1.73,18.0844,136,0,128,53,52,195,80,182,0,0,0,0,186,0,0
1.74,18.7922,141,0,128,52,52,195,80,194,0,0,0,0,186,0,0
1.75,18.1434,136,0,128,52,52,195,80,183,0,0,0,0,186,0,0
1.76,18.5563,136,0,128,53,52,195,80,190,0,0,0,0,185,0,0
1.77,18.0255,136,0,128,53,53,195,80,181,0,0,0,0,185,0,0
1.78,18.4383,136,0,128,53,53,195,80,188,0,0,0,0,185,0,0
1.79,18.0255,141,0,128,52,52,195,80,181,0,0,0,0,185,0,0
1.8,18.3793,141,0,128,52,52,195,80,187,0,0,0,0,185,0,0
1.81,18.3793,131,0,128,54,53,195,80,187,0,0,0,0,184,0,0
1.82,17.9665,126,0,128,55,54,195,80,180,0,0,0,0,185,0,0
1.83,18.3793,121,0,128,56,55,195,80,187,0,0,0,0,184,0,0
1.84,17.9665,126,0,128,55,55,195,80,180,0,0,0,0,184,0,0
1.85,18.3793,131,0,128,54,54,195,80,187,0,0,0,0,184,0,0
1.86,18.1434,131,0,128,54,54,195,80,183,0,0,0,0,184,0,0
1.87,18.3204,136,0,128,53,53,195,80,186,0,0,0,0,184,0,0
1.88,18.3204,141,0,128,52,51,195,80,186,0,0,0,0,183,0,0
1.89,17.9075,146,0,128,51,51,195,80,179,0,0,0,0,184,0,0
1.9,18.5563,146,0,128,51,51,195,80,190,0,0,0,0,183,0,0
1.91,17.9075,146,0,128,51,51,195,80,179,0,0,0,0,183,0,0
1.92,18.3204,141,0,128,52,51,195,80,186,0,0,0,0,183,0,0
1.93,17.9665,141,0,128,52,51,195,80,180,0,0,0,0,183,0,0
1.94,18.3793,146,0,128,51,51,195,80,187,0,0,0,0,183,0,0
1.95,17.9075,141,0,128,52,51,195,80,179,0,0,0,0,183,0,0
1.96,18.3204,136,0,128,53,53,195,80,186,0,0,0,0,183,0,0
1.97,18.3204,131,0,128,54,54,195,80,186,0,0,0,0,183,0,0
1.98,17.9075,131,0,128,54,53,195,80,179,0,0,0,0,183,0,0
1.99,18.3204,136,0,128,53,52,195,80,186,0,0,0,0,183,0,0
2,17.9075,136,0,128,53,52,195,80,179,0,0,0,0,183,0,0
2.01,18.3204,136,0,128,53,53,195,80,186,0,0,0,0,183,0,0
2.02,17.9075,131,0,128,54,53,195,80,179,0,0,0,0,183,0,0
2.03,18.2614,136,0,128,53,52,195,80,185,0,0,0,0,184,0,0
2.04,18.2614,141,0,128,52,51,195,80,185,0,0,0,0,184,0,0
2.05,17.7305,141,0,128,52,52,195,80,176,0,0,0,0,184,0,0
2.06,18.2024,136,0,128,53,53,195,80,184,0,0,0,0,184,0,0
2.07,17.8485,136,0,128,53,53,195,80,178,0,0,0,0,184,0,0
2.08,18.2614,141,0,128,52,52,195,80,185,0,0,0,0,184,0,0
2.09,17.9075,136,0,128,53,52,195,80,179,0,0,0,0,184,0,0
2.1,18.3204,131,0,128,54,53,195,80,186,0,0,0,0,185,0,0
2.11,18.3204,126,0,128,55,54,195,80,186,0,0,0,0,185,0,0
2.12,18.3793,131,0,128,54,54,195,80,187,0,0,0,0,185,0,0
2.13,18.3204,131,0,128,54,54,195,80,186,0,0,0,0,185,0,0
2.14,17.9075,131,0,128,54,53,195,80,179,0,0,0,0,185,0,0
2.15,18.3204,126,0,128,55,54,195,80,186,0,0,0,0,185,0,0
2.16,17.9075,121,0,128,56,55,195,80,179,0,0,0,0,185,0,0
2.17,18.3793,126,0,128,55,55,195,80,187,0,0,0,0,185,0,0
2.18,18.2024,136,0,128,53,52,195,80,184,0,0,0,0,185,0,0
2.19,18.6742,136,0,128,53,52,195,80,192,0,0,0,0,186,0,0
2.2,18.6153,136,0,128,53,52,195,80,191,0,0,0,0,185,0,0
2.21,18.3204,136,0,128,53,52,195,80,186,0,0,0,0,186,0,0
2.22,18.7922,136,0,128,53,52,195,80,194,0,0,0,0,186,0,0
2.23,18.3204,141,0,128,52,52,195,80,186,0,0,0,0,186,0,0
2.24,18.6742,146,0,128,51,51,195,80,192,0,0,0,0,186,0,0
2.25,18.3204,141,0,128,52,52,195,80,186,0,0,0,0,186,0,0
2.26,18.6742,136,0,128,53,52,195,80,192,0,0,0,0,186,0,0
2.27,18.6742,141,0,128,52,52,195,80,192,0,0,0,0,186,0,0
2.28,18.6153,141,0,128,52,51,195,80,191,0,0,0,0,186,0,0
2.29,18.6742,141,0,128,52,51,195,80,192,0,0,0,0,186,0,0
2.3,18.2614,136,0,128,53,52,195,80,185,0,0,0,0,186,0,0
2.31,18.6742,131,0,128,54,53,195,80,192,0,0,0,0,186,0,0
2.32,18.2614,141,0,128,52,51,195,80,185,0,0,0,0,186,0,0
2.33,18.4973,146,0,128,51,50,195,80,189,0,0,0,0,186,0,0
2.34,18.0844,146,0,128,51,50,195,80,182,0,0,0,0,186,0,0
2.35,18.4973,141,0,128,52,51,195,80,189,0,0,0,0,187,0,0
2.36,18.6153,136,0,128,53,52,195,80,191,0,0,0,0,186,0,0
2.37,18.0844,141,0,128,52,52,195,80,182,0,0,0,0,187,0,0
2.38,18.4973,141,0,128,52,51,195,80,189,0,0,0,0,187,0,0
2.39,18.0255,141,0,128,52,52,195,80,181,0,0,0,0,187,0,0
2.4,18.4973,131,0,128,54,53,195,80,189,0,0,0,0,187,0,0
2.41,18.0844,126,0,128,55,54,195,80,182,0,0,0,0,186,0,0
2.42,18.4383,126,0,128,55,55,195,80,188,0,0,0,0,186,0,0
2.43,18.0844,126,0,128,55,54,195,80,182,0,0,0,0,186,0,0
2.44,18.1434,126,0,128,55,54,195,80,183,0,0,0,0,186,0,0
2.45,18.4973,126,0,128,55,54,195,80,189,0,0,0,0,186,0,0
2.46,18.0255,121,0,128,56,55,195,80,181,0,0,0,0,186,0,0
2.47,18.4973,126,0,128,55,54,195,80,189,0,0,0,0,186,0,0
2.48,18.0844,131,0,128,54,53,195,80,182,0,0,0,0,185,0,0
2.49,18.3793,131,0,128,54,53,195,80,187,0,0,0,0,185,0,0
2.5,18.0255,126,0,128,55,55,195,80,181,0,0,0,0,185,0,0
2.51,18.4973,126,0,128,55,55,195,80,189,0,0,0,0,185,0,0
2.52,18.6153,131,0,128,54,54,195,80,191,0,0,0,0,185,0,0
2.53,18.2024,131,0,128,54,53,195,80,184,0,0,0,0,185,0,0
2.54,18.6153,131,0,128,54,53,195,80,191,0,0,0,0,185,0,0
2.55,18.0844,131,0,128,54,53,195,80,182,0,0,0,0,185,0,0
2.56,18.4383,136,0,128,53,53,195,80,188,0,0,0,0,185,0,0
2.57,18.0844,136,0,128,53,52,195,80,182,0,0,0,0,185,0,0
2.58,18.4973,141,0,128,52,52,195,80,189,0,0,0,0,185,0,0
2.59,18.4973,141,0,128,52,52,195,80,189,0,0,0,0,185,0,0
2.6,17.9075,136,0,128,53,52,195,80,179,0,0,0,0,185,0,0
2.61,18.4383,146,0,128,51,51,195,80,188,0,0,0,0,185,0,0
2.62,18.0844,151,0,128,50,49,195,80,182,0,0,0,0,185,0,0
2.63,18.3793,155,0,128,49,48,195,80,187,0,0,0,0,185,0,0
2.64,17.9075,155,0,128,49,48,195,80,179,0,0,0,0,185,0,0
2.65,18.3204,151,0,128,50,49,195,80,186,0,0,0,0,186,0,0
2.66,18.0844,155,0,128,49,48,195,80,182,0,0,0,0,185,0,0
2.67,18.4973,155,0,128,49,48,195,80,189,0,0,0,0,186,0,0
2.68,18.3204,158,0,128,48,48,195,80,186,0,0,0,0,186,0,0
2.69,18.2024,155,0,128,49,48,195,80,184,0,0,0,0,186,0,0
2.7,18.5563,151,0,128,50,49,195,80,190,0,0,0,0,186,0,0
2.71,18.1434,151,0,128,50,50,195,80,183,0,0,0,0,186,0,0
2.72,18.4973,146,0,128,51,50,195,80,189,0,0,0,0,186,0,0
2.73,18.1434,146,0,128,51,51,195,80,183,0,0,0,0,186,0,0
2.74,18.5563,136,0,128,53,52,195,80,190,0,0,0,0,186,0,0
2.75,18.6153,131,0,128,54,53,195,80,191,0,0,0,0,186,0,0
2.76,18.2024,131,0,128,54,53,195,80,184,0,0,0,0,186,0,0
2.77,18.6153,136,0,128,53,52,195,80,191,0,0,0,0,186,0,0
2.78,18.2024,136,0,128,53,52,195,80,184,0,0,0,0,187,0,0
2.79,18.5563,136,0,128,53,53,195,80,190,0,0,0,0,186,0,0
2.8,18.0844,136,0,128,53,52,195,80,182,0,0,0,0,186,0,0
2.81,18.6153,141,0,128,52,51,195,80,191,0,0,0,0,187,0,0
2.82,18.1434,146,0,128,51,51,195,80,183,0,0,0,0,186,0,0
2.83,18.2614,141,0,128,52,51,195,80,185,0,0,0,0,187,0,0
2.84,18.6153,136,0,128,53,52,195,80,191,0,0,0,0,186,0,0
2.85,18.1434,136,0,128,53,52,195,80,183,0,0,0,0,187,0,0
2.86,18.6742,141,0,128,52,51,195,80,192,0,0,0,0,187,0,0
2.87,18.2024,146,0,128,51,51,195,80,184,0,0,0,0,187,0,0
2.88,18.6153,141,0,128,52,51,195,80,191,0,0,0,0,187,0,0
2.89,18.2024,136,0,128,53,52,195,80,184,0,0,0,0,187,0,0
2.9,18.6153,136,0,128,53,52,195,80,191,0,0,0,0,187,0,0
2.91,18.6153,136,0,128,53,52,195,80,191,0,0,0,0,186,0,0
2.92,18.2024,136,0,128,53,52,195,80,184,0,0,0,0,187,0,0
2.93,18.6153,131,0,128,54,53,195,80,191,0,0,0,0,186,0,0
2.94,18.2024,121,0,128,56,55,195,80,184,0,0,0,0,187,0,0
2.95,19.0871,126,0,128,55,54,195,80,199,0,0,0,0,186,0,0
2.96,18.3793,136,0,128,53,53,195,80,187,0,0,0,0,186,0,0
2.97,18.6742,136,0,128,53,52,195,80,192,0,0,0,0,186,0,0
2.98,18.0844,136,0,128,53,52,195,80,182,0,0,0,0,186,0,0
2.99,18.3204,136,0,128,53,53,195,80,186,0,0,0,0,186,0,0
3,18.6153,136,0,128,53,52,195,80,191,0,0,0,0,185,0,0
3.01,18.0844,141,0,128,52,52,195,80,182,0,0,0,0,185,0,0
3.02,18.4973,141,0,128,52,51,195,80,189,0,0,0,0,185,0,0
3.03,18.0844,136,0,128,53,52,195,80,182,0,0,0,0,185,0,0
3.04,18.4973,131,0,128,54,53,195,80,189,0,0,0,0,185,0,0
3.05,18.0844,136,0,128,53,53,195,80,182,0,0,0,0,185,0,0
3.06,18.4383,136,0,128,53,52,195,80,188,0,0,0,0,185,0,0
3.07,18.4383,136,0,128,53,52,195,80,188,0,0,0,0,185,0,0
3.08,18.0255,131,0,128,54,53,195,80,181,0,0,0,0,185,0,0
3.09,18.4383,131,0,128,54,53,195,80,188,0,0,0,0,185,0,0
3.1,18.0255,136,0,128,53,53,195,80,181,0,0,0,0,185,0,0
3.11,18.4973,141,0,128,52,51,195,80,189,0,0,0,0,185,0,0
3.12,18.0255,141,0,128,52,52,195,80,181,0,0,0,0,185,0,0
3.13,18.3204,131,0,128,54,53,195,80,186,0,0,0,0,185,0,0
3.14,17.9665,126,0,128,55,54,195,80,180,0,0,0,0,185,0,0
3.15,17.8485,131,0,128,54,54,195,80,178,0,0,0,0,185,0,0
3.16,18.2614,131,0,128,54,54,195,80,185,0,0,0,0,185,0,0
3.17,17.8485,126,0,128,55,54,195,80,178,0,0,0,0,185,0,0
3.18,18.2024,121,0,128,56,55,195,80,184,0,0,0,0,185,0,0
3.19,17.7895,121,0,128,56,55,195,80,177,0,0,0,0,185,0,0
3.2,18.2614,131,0,128,54,54,195,80,185,0,0,0,0,185,0,0
3.21,17.8485,131,0,128,54,53,195,80,178,0,0,0,0,185,0,0
3.22,18.3204,131,0,128,54,54,195,80,186,0,0,0,0,186,0,0
3.23,18.2614,121,0,128,56,55,195,80,185,0,0,0,0,186,0,0
3.24,17.9075,126,0,128,55,55,195,80,179,0,0,0,0,186,0,0
3.25,18.2024,126,0,128,55,54,195,80,184,0,0,0,0,186,0,0
3.26,17.8485,126,0,128,55,52,195,80,178,0,0,0,0,186,0,0
3.27,18.7332,126,0,128,55,54,195,80,193,0,0,0,0,186,0,0
3.28,18.2614,126,0,128,55,54,195,80,185,0,0,0,0,186,0,0
3.29,18.7332,131,0,128,54,54,195,80,193,0,0,0,0,186,0,0
3.3,18.2024,136,0,128,53,52,195,80,184,0,0,0,0,186,0,0
3.31,18.3793,141,0,128,52,51,195,80,187,0,0,0,0,187,0,0
3.32,18.7922,141,0,128,52,51,195,80,194,0,0,0,0,187,0,0
3.33,18.4383,141,0,128,52,51,195,80,188,0,0,0,0,187,0,0
3.34,18.7922,146,0,128,51,51,195,80,194,0,0,0,0,187,0,0
3.35,18.4383,151,0,128,50,50,195,80,188,0,0,0,0,187,0,0
3.36,18.8512,146,0,128,51,50,195,80,195,0,0,0,0,188,0,0
3.37,18.4383,141,0,128,52,51,195,80,188,0,0,0,0,188,0,0
3.38,18.8512,136,0,128,53,52,195,80,195,0,0,0,0,188,0,0
3.39,18.8512,146,0,128,51,51,195,80,195,0,0,0,0,188,0,0
3.4,18.4973,151,0,128,50,49,195,80,189,0,0,0,0,189,0,0
3.41,18.8512,155,0,128,49,49,195,80,195,0,0,0,0,189,0,0
3.42,18.3204,151,0,128,50,49,195,80,186,0,0,0,0,189,0,0
3.43,18.8512,146,0,128,51,50,195,80,195,0,0,0,0,189,0,0
3.44,18.2614,151,0,128,50,50,195,80,185,0,0,0,0,189,0,0
3.45,18.7332,151,0,128,50,49,195,80,193,0,0,0,0,189,0,0
3.46,18.9102,146,0,128,51,50,195,80,196,0,0,0,0,189,0,0
3.47,18.3204,141,0,128,52,51,195,80,186,0,0,0,0,190,0,0
3.48,18.6742,141,0,128,52,51,195,80,192,0,0,0,0,189,0,0
3.49,18.2614,146,0,128,51,51,195,80,185,0,0,0,0,190,0,0
3.5,18.7332,146,0,128,51,50,195,80,193,0,0,0,0,189,0,0
3.51,18.2614,146,0,128,51,50,195,80,185,0,0,0,0,189,0,0
3.52,18.6153,141,0,128,52,51,195,80,191,0,0,0,0,189,0,0
3.53,18.6742,136,0,128,53,52,195,80,192,0,0,0,0,189,0,0
3.54,18.6742,141,0,128,52,52,195,80,192,0,0,0,0,189,0,0
3.55,18.6153,141,0,128,52,52,195,80,191,0,0,0,0,189,0,0
3.56,18.2614,141,0,128,52,51,195,80,185,0,0,0,0,189,0,0
3.57,18.6153,136,0,128,53,52,195,80,191,0,0,0,0,189,0,0
